Country,Year,GDP (constant 2015 US$),Gross fixed capital formation (constant 2015 US$),Population,Hours per Person,Hours per Year,GDP per Hour,Capital,Capital_Previous_Year
Portugal,2010,2.08E+11,41399582904,10573100,"1,746",18460632600,11.2821785,3.42E+11,3.42E+11
Portugal,2011,2.05E+11,36206893930,10557560,"1,724",18201233440,11.24689069,3.37E+11,3.42E+11
Portugal,2012,1.96E+11,30165818143,10514844,"1,708",17959353552,10.93662919,3.27E+11,3.37E+11
Portugal,2013,1.94E+11,28755848052,10457295,"1,718",17965632810,10.82521619,3.16E+11,3.27E+11
Portugal,2014,1.96E+11,29391436949,10401062,"1,725",17941831950,10.91994015,3.08E+11,3.16E+11
Portugal,2015,1.99E+11,31157636125,10358076,"1,732",17940187632,11.09456195,3.02E+11,3.08E+11
Portugal,2016,2.03E+11,31993504304,10325452,"1,737",17935310124,11.31999026,2.98E+11,3.02E+11
Portugal,2017,2.1E+11,35689877565,10300300,"1,727",17788618100,11.79165974,2.98E+11,2.98E+11
Portugal,2018,2.16E+11,37888935443,10283822,"1,738",17873282636,12.08157336,3E+11,2.98E+11
Portugal,2019,2.22E+11,39981626539,10286263,"1,744",17939242672,12.36765335,3.04E+11,3E+11
Portugal,2020,2.04E+11,39045284201,10297081,"1,611",16588597491,12.27728977,3.06E+11,3.04E+11
Portugal,2021,2.15E+11,42086664294,10361831,"1,649",17086659319,12.58198854,3.12E+11,3.06E+11
Portugal,2022,2.3E+11,43490893766,10434332,"1,635",17060132820,13.48187656,3.18E+11,3.12E+11
Spain,1981,5.57E+11,94793719119,37758631,"1,884",71137260804,7.835126137,1.8E+11,96384874884
Spain,1982,5.64E+11,95750043784,37986012,"1,863",70767940356,7.974187259,2.54E+11,1.8E+11
Spain,1983,5.74E+11,94568509083,38171525,"1,831",69892062275,8.217039955,3.18E+11,2.54E+11
Spain,1984,5.85E+11,90046363101,38330364,"1,787",68496360468,8.534109405,3.7E+11,3.18E+11
Spain,1985,5.98E+11,96078066832,38469512,"1,777",68360322824,8.749600481,4.22E+11,3.7E+11
Spain,1986,6.18E+11,1.06E+11,38584624,"1,769",68256199856,9.048034631,4.77E+11,4.22E+11
Spain,1987,6.52E+11,1.19E+11,38684815,"1,761",68123959215,9.568478334,5.39E+11,4.77E+11
Spain,1988,6.85E+11,1.35E+11,38766939,"1,757",68113511823,10.05747005,6.09E+11,5.39E+11
Spain,1989,7.18E+11,1.51E+11,38827764,"1,754",68103898056,10.54443545,6.88E+11,6.09E+11
Spain,1990,7.45E+11,1.61E+11,38867322,"1,747",67901211534,10.97582761,7.66E+11,6.88E+11
Spain,1991,7.64E+11,1.64E+11,38966376,"1,756",68424956256,11.16912107,8.38E+11,7.66E+11
Spain,1992,7.71E+11,1.57E+11,39157685,"1,748",68447633380,11.26917148,8.95E+11,8.38E+11
Spain,1993,7.63E+11,1.43E+11,39361262,"1,740",68488595880,11.14626042,9.31E+11,8.95E+11
Spain,1994,7.82E+11,1.46E+11,39549108,"1,739",68775898812,11.36422578,9.65E+11,9.31E+11
Spain,1995,8.03E+11,1.57E+11,39724050,"1,739",69080122950,11.6261663,1.01E+12,9.65E+11
Spain,1996,8.24E+11,1.61E+11,39889852,"1,740",69408342480,11.87289671,1.05E+12,1.01E+12
Spain,1997,8.54E+11,1.7E+11,40057389,"1,743",69820029027,12.22629443,1.09E+12,1.05E+12
Spain,1998,8.9E+11,1.88E+11,40223509,"1,751",70431364259,12.64157881,1.15E+12,1.09E+12
Spain,1999,9.3E+11,2.07E+11,40386875,"1,756",70919352500,13.10810864,1.22E+12,1.15E+12
Spain,2000,9.78E+11,2.23E+11,40567864,"1,753",71107352019,13.75335568,1.29E+12,1.22E+12
Spain,2001,1.02E+12,2.32E+11,40850412,"1,762",71982510985,14.11859624,1.37E+12,1.29E+12
Spain,2002,1.04E+12,2.41E+11,41431558,"1,764",73068695689,14.2919684,1.45E+12,1.37E+12
Spain,2003,1.07E+12,2.57E+11,42187645,"1,755",74022441917,14.52249252,1.53E+12,1.45E+12
Spain,2004,1.11E+12,2.69E+11,42921895,"1,740",74679805111,14.8429856,1.62E+12,1.53E+12
Spain,2005,1.15E+12,2.88E+11,43653155,"1,724",75244943274,15.25465416,1.71E+12,1.62E+12
Spain,2006,1.19E+12,3.09E+11,44397319,"1,714",76083685570,15.69650006,1.81E+12,1.71E+12
Spain,2007,1.24E+12,3.21E+11,45226803,"1,701",76944359944,16.06935603,1.92E+12,1.81E+12
Spain,2008,1.25E+12,3.08E+11,45954106,"1,710",78586116671,15.85435138,1.99E+12,1.92E+12
Spain,2009,1.2E+12,2.55E+11,46362946,"1,716",79549542747,15.07216125,2.01E+12,1.99E+12
Spain,2010,1.2E+12,2.42E+11,46576897,"1,706",79450870903,15.10508359,2.01E+12,2.01E+12
Spain,2011,1.19E+12,2.24E+11,46742697,"1,711",79962731758,14.91235048,1.99E+12,2.01E+12
Spain,2012,1.16E+12,2.08E+11,46773055,"1,697",79359842419,14.5951366,1.96E+12,1.99E+12
Spain,2013,1.14E+12,2.01E+11,46620045,"1,690",78778552041,14.49297428,1.93E+12,1.96E+12
Spain,2014,1.16E+12,2.1E+11,46480882,"1,691",78580579109,14.75040614,1.91E+12,1.93E+12
Spain,2015,1.21E+12,2.21E+11,46444832,"1,694",78686834374,15.32867331,1.9E+12,1.91E+12
Spain,2016,1.24E+12,2.25E+11,46484062,"1,702",79092631493,15.69458923,1.9E+12,1.9E+12
Spain,2017,1.28E+12,2.4E+11,46593236,"1,692",78854392606,16.19790166,1.91E+12,1.9E+12
Spain,2018,1.31E+12,2.56E+11,46797754,"1,698",79443867190,16.46284034,1.94E+12,1.91E+12
Spain,2019,1.33E+12,2.69E+11,47134837,"1,678",79068689068,16.86535361,1.97E+12,1.94E+12
Spain,2020,1.19E+12,2.45E+11,47365655,"1,558",73786217359,16.09559698,1.98E+12,1.97E+12
Spain,2021,1.27E+12,2.51E+11,47415794,"1,633",77429991602,16.36322608,1.99E+12,1.98E+12
Spain,2022,1.35E+12,2.59E+11,47759127,"1,652",78907629629,17.04900559,2.01E+12,1.99E+12
Sweden,1981,2.42E+11,50891921671,8320503,"1,373",11424050619,21.14160736,97100000000,52521464572
Sweden,1982,2.45E+11,51224890373,8325263,"1,386",11538814518,21.19269724,1.37E+11,97100000000
Sweden,1983,2.49E+11,52948885678,8329033,"1,395",11619001035,21.44645628,1.73E+11,1.37E+11
Sweden,1984,2.6E+11,57223096504,8336605,"1,397",11646237185,22.30126523,2.1E+11,1.73E+11
Sweden,1985,2.65E+11,61744410154,8350386,"1,401",11698890786,22.68051542,2.46E+11,2.1E+11
Sweden,1986,2.72E+11,62541245226,8369829,"1,400",11717760600,23.25341462,2.79E+11,2.46E+11
Sweden,1987,2.82E+11,66358077296,8397804,"1,408",11824108032,23.8171393,3.12E+11,2.79E+11
Sweden,1988,2.89E+11,70102400470,8436489,"1,426",12030433314,24.00770562,3.45E+11,3.12E+11
Sweden,1989,2.96E+11,78116545768,8492964,"1,424",12093980736,24.51556717,3.81E+11,3.45E+11
Sweden,1990,2.99E+11,78271295101,8558835,"1,422",12170663370,24.54495118,4.14E+11,3.81E+11
Sweden,1991,2.95E+11,71372833334,8617375,"1,410",12150498750,24.30393951,4.36E+11,4.14E+11
Sweden,1992,2.92E+11,63834003111,8668067,"1,425",12351995475,23.63048182,4.47E+11,4.36E+11
Sweden,1993,2.86E+11,53027882190,8718561,"1,441",12563446401,22.75286572,4.47E+11,4.47E+11
Sweden,1994,2.97E+11,57060542162,8780745,"1,476",12960379620,22.94171501,4.5E+11,4.47E+11
Sweden,1995,3.1E+11,61759386963,8826939,"1,481",13072696659,23.67582775,4.58E+11,4.5E+11
Sweden,1996,3.15E+11,64939992209,8840998,"1,493",13199610014,23.84793594,4.68E+11,4.58E+11
Sweden,1997,3.24E+11,65772829975,8846062,"1,497",13242554814,24.49913675,4.77E+11,4.68E+11
Sweden,1998,3.38E+11,70861990737,8850974,"1,496",13241057104,25.54219159,4.91E+11,4.77E+11
Sweden,1999,3.52E+11,74961589376,8857874,"1,504",13322242496,26.45304532,5.07E+11,4.91E+11
Sweden,2000,3.69E+11,79300117835,8872109,"1,485",13175081865,27.98727052,5.26E+11,5.07E+11
Sweden,2001,3.74E+11,81277426871,8895960,"1,465",13032581400,28.67829381,5.44E+11,5.26E+11
Sweden,2002,3.82E+11,80580601867,8924958,"1,443",12878714394,29.68192575,5.59E+11,5.44E+11
Sweden,2003,3.89E+11,81498741184,8958229,"1,431",12819225699,30.3805585,5.73E+11,5.59E+11
Sweden,2004,4.06E+11,85863532734,8993531,"1,452",13058607012,31.07013144,5.91E+11,5.73E+11
Sweden,2005,4.17E+11,88580904698,9029572,"1,451",13101908972,31.83241978,6.08E+11,5.91E+11
Sweden,2006,4.37E+11,97516321677,9080505,"1,450",13166732250,33.15685577,6.33E+11,6.08E+11
Sweden,2007,4.51E+11,1.06E+11,9148092,"1,461",13365362412,33.71748114,6.63E+11,6.33E+11
Sweden,2008,4.46E+11,1.06E+11,9219637,"1,471",13562086027,32.92165627,6.89E+11,6.63E+11
Sweden,2009,4.27E+11,93139786574,9298515,"1,457",13547936355,31.55357156,7E+11,6.89E+11
Sweden,2010,4.52E+11,98737660551,9378126,"1,483",13907760858,32.50482676,7.15E+11,7E+11
Sweden,2011,4.66E+11,1.04E+11,9449213,"1,484",14022632092,33.25855117,7.33E+11,7.15E+11
Sweden,2012,4.64E+11,1.03E+11,9519374,"1,471",14002999154,33.16714284,7.48E+11,7.33E+11
Sweden,2013,4.7E+11,1.03E+11,9600379,"1,463",14045354477,33.44333377,7.62E+11,7.48E+11
Sweden,2014,4.81E+11,1.09E+11,9696110,"1,464",14195105040,33.85020526,7.79E+11,7.62E+11
Sweden,2015,5.02E+11,1.17E+11,9799186,"1,465",14355807490,34.94740815,8.03E+11,7.79E+11
Sweden,2016,5.13E+11,1.23E+11,9923085,"1,478",14666319630,35.011297,8.29E+11,8.03E+11
Sweden,2017,5.23E+11,1.27E+11,10057698,"1,466",14744585268,35.46107262,8.57E+11,8.29E+11
Sweden,2018,5.33E+11,1.29E+11,10175214,"1,465",14906688510,35.74292349,8.83E+11,8.57E+11
Sweden,2019,5.46E+11,1.29E+11,10278887,"1,453",14935222811,36.58421288,9.07E+11,8.83E+11
Sweden,2020,5.35E+11,1.31E+11,10353442,"1,426",14764008292,36.26632612,9.29E+11,9.07E+11
Sweden,2021,5.67E+11,1.41E+11,10415811,"1,447",15071678517,37.63535146,9.59E+11,9.29E+11
Sweden,2022,5.76E+11,1.41E+11,10486941,"1,440",15101195040,38.10992497,9.85E+11,9.59E+11
Switzerland,1992,4.66E+11,1.11E+11,6875364,"1,725",11862753046,39.28280253,2.17E+11,1.21E+11
Switzerland,1993,4.65E+11,1.07E+11,6938265,"1,720",11936591106,38.99062101,2.98E+11,2.17E+11
Switzerland,1994,4.71E+11,1.11E+11,6993795,"1,740",12167105162,38.73762392,3.74E+11,2.98E+11
Switzerland,1995,4.74E+11,1.17E+11,7040687,"1,720",12112093846,39.10068668,4.46E+11,3.74E+11
Switzerland,1996,4.76E+11,1.15E+11,7071850,"1,697",12000222265,39.65119284,5.08E+11,4.46E+11
Switzerland,1997,4.87E+11,1.2E+11,7088906,"1,688",11962528875,40.67559967,5.67E+11,5.08E+11
Switzerland,1998,5.01E+11,1.3E+11,7110001,"1,696",12055006696,41.58656766,6.29E+11,5.67E+11
Switzerland,1999,5.1E+11,1.34E+11,7143991,"1,717",12269090143,41.54031842,6.87E+11,6.29E+11
Switzerland,2000,5.3E+11,1.4E+11,7184250,"1,713",12304464975,43.06062872,7.45E+11,6.87E+11
Switzerland,2001,5.38E+11,1.38E+11,7229854,"1,673",12094099771,44.49991846,7.93E+11,7.45E+11
Switzerland,2002,5.38E+11,1.4E+11,7284753,"1,651",12029312629,44.70682788,8.38E+11,7.93E+11
Switzerland,2003,5.38E+11,1.39E+11,7339001,"1,665",12215767165,44.01018499,8.76E+11,8.38E+11
Switzerland,2004,5.52E+11,1.47E+11,7389625,"1,695",12525414375,44.08181924,9.17E+11,8.76E+11
Switzerland,2005,5.67E+11,1.51E+11,7437115,"1,690",12568724350,45.13786033,9.59E+11,9.17E+11
Switzerland,2006,5.9E+11,1.58E+11,7483934,"1,679",12567021973,46.98297269,1E+12,9.59E+11
Switzerland,2007,6.14E+11,1.66E+11,7551117,"1,669",12602059161,48.6872611,1.05E+12,1E+12
Switzerland,2008,6.31E+11,1.67E+11,7647675,"1,660",12691316663,49.70236097,1.09E+12,1.05E+12
Switzerland,2009,6.16E+11,1.55E+11,7743831,"1,651",12783516215,48.21027477,1.11E+12,1.09E+12
Switzerland,2010,6.36E+11,1.61E+11,7824909,"1,611",12605928399,50.47512282,1.14E+12,1.11E+12
Switzerland,2011,6.48E+11,1.65E+11,7912398,"1,608",12723135984,50.91687574,1.17E+12,1.14E+12
Switzerland,2012,6.55E+11,1.73E+11,7996861,"1,593",12738999573,51.4531616,1.2E+12,1.17E+12
Switzerland,2013,6.67E+11,1.75E+11,8089346,"1,573",12724541258,52.43478801,1.23E+12,1.2E+12
Switzerland,2014,6.83E+11,1.8E+11,8188649,"1,564",12807047036,53.32120917,1.26E+12,1.23E+12
Switzerland,2015,6.94E+11,1.83E+11,8282396,"1,577",13061338492,53.1429598,1.3E+12,1.26E+12
Switzerland,2016,7.08E+11,1.88E+11,8373338,"1,577",13204754026,53.65320219,1.33E+12,1.3E+12
Switzerland,2017,7.18E+11,1.95E+11,8451840,"1,559",13176418560,54.50133967,1.36E+12,1.33E+12
Switzerland,2018,7.39E+11,1.96E+11,8514329,"1,551",13205724279,55.93591369,1.4E+12,1.36E+12
Switzerland,2019,7.47E+11,1.98E+11,8575280,"1,549",13283108720,56.24510035,1.43E+12,1.4E+12
Switzerland,2020,7.31E+11,1.95E+11,8638167,"1,499",12946884700,56.46985137,1.45E+12,1.43E+12
Switzerland,2021,7.71E+11,2.01E+11,8704546,"1,531",13328400835,57.81107759,1.48E+12,1.45E+12
Switzerland,2022,7.9E+11,2.03E+11,8777088,"1,529",13417534426,58.90194939,1.5E+12,1.48E+12
